"review_text","review_status"
"Nulla facilisi. Nam vitae congue dui. Morbi cursus fermentum quam ac accumsan! Mauris non tellus lectus! Curabitur cursus viverra semper. Donec et dui tellus! Curabitur viverra luctus dolor, venenatis venenatis augue vestibulum vitae. Donec tincidunt; odio ac sodales vestibulum, ipsum mauris sollicitudin massa, ac molestie dui quam a ligula. Etiam eros justo, sollicitudin ut molestie sed, ullamcorper nec erat. Ut ultrices condimentum urna, et hendrerit massa pretium non. Pellentesque in posuere.",Approved
The sensitivity of control is the most standout aspect of the cook top. Instantly being able to remove or apply heat and everything in between makes cooking a breeze.,Approved
"Suspendisse ut arcu et augue mollis convallis in sed erat. Aliquam eu ipsum at nisi pulvinar euismod. Praesent quis risus at ante adipiscing rutrum ac vitae lectus. Ut nibh massa, euismod sit amet elementum consequat, fermentum sit amet diam. Suspendisse facilisis augue adipiscing dolor semper at interdum ligula porttitor. Maecenas id condimentum ipsum. Vestibulum eleifend justo in magna scelerisque ac semper mauris ornare. Aliquam semper urna non urna tincidunt tincidunt? Sed condimentum metus.",Approved
a sdfas dfasdf asdf asdf asdf asdfasd fasdf asdf asdf asdf,Approved
"Chronograph with steel case, anthracite dial with diamond point motif, polished satin finish steel bracelet. Automatic movement. Great match with evening showes and clutch.",Approved
We bought this oven (together with an AEG combination oven) to replace the oven in our kitchen which had been there for the last 35 years! Absolutely delighted with this one - it looks fabulous in our renovated kitchen - I love seeing inside so clearly. Just exploring the different functions - but the world is clearly my oyster. All in all i am pleased with this as it seems to be a quality product.,Approved
"Disclosure: I was selected by the manufacturer to receive this product free of charge in return for an honest impartial review.
This induction hob is a sleek and stylish addition which adds a touch of class to your kitchen. With four cooking zones it provides plenty of space for family cooking. The hob is really easy to use with responsive digital swipe controls. At times the controls can be a little over sensitive as I did find myself switching them off accidentally. It is therefore really handy to have the lock function that locks on the settings preventing this from happening.

As far as using the hob is concerned you can have a pan of cold water boiling in a matter of seconds thanks to the power surge, that can then be easily turned down to simmer and cook. I also love the stop and go function which allows you to pause cooking to deal with something else - perfect for when you are called away to answer the phone or deal with something. You can then resume cooking by pressing the button again and “unfreezing” time.

We have made delicious pasta, omelettes, pancakes as well as hearty stews and curries to name just a few of the tasty, flavoursome meals we have cooked on the hob.

The hob is also easy to wipe clean with a damp cloth followed by a dry cloth to avoid smearing. I would recommend this product wholeheartedly for its great look and brilliant cooking.",Approved
this is a fantastic product. i would buy it again. you should too.,Approved
"It is a lovely fridge freezer but because it is intergrated it is rather small, that is my only problem with it, other than that it is a really nice appliance.",Approved
"This hob does it is so flexible with an excellent choice of area on which to cook, it’s got the fast heat function which is exceedingly fast. I worried about having an induction hob as my husband has cardiac monitor in place but was very reassured by my research - so no worries at all. This hob also looks very good, it fits in in every way in our kitchen. As always with AEG you know you are using incredible quality, if I had one wish it’s that I’d bought the matching cooker hood and made use of the remote function!!",Approved
"Very smart, high quality & practical. Excellent results so far although power controls could be more linear. Slightly concerned about scratching/breaking the top surface.",Approved
"Praesent accumsan turpis sit amet purus elementum a luctus metus rutrum. Donec est metus, gravida at elementum nec, bibendum in dolor. Praesent eget felis vitae leo feugiat dapibus sit amet eu mauris?",Approved
"dasfdasdafdasfdasdafdasfdasdaf
dasfdasdafdasfdasdaf
dasfdasdafdasfdasdafdasfdasdaf
dasfdasdafdasfdasdaf
dasfdasdaf

dasfdasdafdasfdasdafdasfdasdafdasfdasdaf
dasfdasdafdasfdasdafdasfdasdaf
dasfdasdafdasfdasdafdasfdasdaf",Approved
Lorem ipsum dolor sit amet consecteur. Lorem ipsum dolor sit amet consecteur. Lorem ipsum dolor sit amet consecteur. Lorem ipsum dolor sit amet consecteur. Lorem ipsum dolor sit amet consecteur. Lorem ipsum dolor sit amet consecteur.,Approved
man is it great. i have never loved a piece of equipment sooooo much!,Approved
"tv is immers de hedendaagse Romeinse Colosseum menselijke verwoestingen als massa entertainment en nu zitten miljoenen joelende
collectief juichen bloeddorstige de hiërarchie van de patriarchale regeling",Approved
asd fadsf asdf aa dfasdf asdf asdf asdf asdf ad dfadsf asdf asdf asdf,Approved
this is a fantastic product. i would buy it again. you should too.,Approved
"Aliquam nec nunc sit amet lacus hendrerit sagittis pellentesque sed nulla? Maecenas tempor porta convallis. Cras euismod convallis porta. Integer iaculis, lorem et condimentum interdum, quam tellus congue lectus, a dictum nulla mi blandit elit. Pellentesque id mi justo, sed faucibus magna. Suspendisse potenti. Quisque orci nisl, fermentum et posuere vel, pretium id turpis. Proin ultrices purus at eros blandit semper. Curabitur sem mi, fringilla nec volutpat quis, ullamcorper non orci massa nunc.",Approved
"Integer fermentum; diam viverra commodo pretium, urna mi porttitor mi, at accumsan diam erat eu velit? Nulla interdum erat eget est vulputate hendrerit. Cras viverra enim ac enim vehicula gravida. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Morbi non augue in quam porta consectetur! Maecenas ultricies fringilla risus vel vehicula. Nullam tempus dictum sapien sed viverra. Nulla congue egestas massa, ut convallis dolor gravida pulvinar? Class amet.",Approved
"Praesent pulvinar scelerisque pharetra. Integer rutrum turpis sed turpis pellentesque commodo. Phasellus feugiat venenatis enim, a malesuada mi varius nec. Aliquam erat volutpat. Vestibulum id erat at odio sagittis consequat vel in ante. Phasellus vel nibh erat. Curabitur luctus mauris vitae tellus fermentum ut sollicitudin ligula pulvinar. Sed ultricies pharetra elit, sit amet eleifend nisl scelerisque vitae. Nunc mi quam, ullamcorper sit amet luctus quis, convallis scelerisque enim. Etiam sed.",Approved
"This oven is truly multi functional, I can’t believe how fast it is, the easily understood controls make life very easy. This oven does what it says it does, only much better than hoped for, it’s easy to use, the controls are extremely easy to understand. Cooking with the temperature probe ensures food is properly cooked. There is nothing about this oven that isn’t exceedingly well thought out and made. Added to which it looks fabulous in our kitchen, I’ve always felt an oven should be functional just to cook food; this one makes cooking fun once more. I can’t recommend this highly enough!",Approved
"Really smart looking machine compared to the 20year old model it was replacing. Having had an AEG Lavamat for 20 years trouble free I thought it was worth sticking to the same upgraded model. Much bigger drum although where it is larger in circumference and door opening some items fall back out during loading. Main thing I’m noticing is the cycle times are so long! I’ve only used the Eco cycle, but I can’t understand how this can be more economical when running for 4 hours. Everything seems lovely and clean so, so far so good.",Approved
"We really like the oven and grill in our new house. Never had a grill that grills so quickly and evenly, it’s makes our toast brown all over the bread slice with no burns or raw bread. The oven has excellent all over heat and cooks well.",Approved
"Over the years we have had some well known makes and models to help keep our ever growing washing pile under control...

But nothing like this AEG...it’s so quiet! We can actually have a conversation stood next to it, the build quality is very impressive compared to others we’ve had the base is sealed and they supply rubber strips that you fit on the base to aid the noise reduction.
We are still getting used to the controls as they are controlled by touch and not many buttons.

On the negative the washing powder seems to get in the conditioner section after a wash..? No idea why and the adjustable flap is up?",Approved
"Duis dictum nisi ut felis fermentum eget fermentum nulla blandit. Phasellus dictum rhoncus augue vel tincidunt. Nullam justo risus, convallis sit amet laoreet vitae, fringilla id ligula. Donec rhoncus arcu ut ante vestibulum tristique. Cras vestibulum purus quis diam vehicula nec posuere tellus rhoncus. Nunc sagittis scelerisque fringilla. In elementum nulla eget lacus adipiscing convallis tempor sapien dictum! Ut volutpat fermentum elit quis sagittis. Nulla eu elit dolor. Vivamus ultricies sed.",Approved
